execution_time,timestamp,cpu_utilization,memory_usage,pixel,fps,success,distance,consumption,GPU
5,2024-05-02 16:16:39.423098,12.5,18.3,480,30,True,16.0,80,False
5,2024-05-02 16:16:39.470472,12.5,18.3,480,30,True,17.0,80,False
5,2024-05-02 16:16:39.517413,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:39.565592,12.5,18.3,480,30,True,11.0,80,False
7,2024-05-02 16:16:39.615846,14.0,18.3,480,30,True,13.0,81,False
5,2024-05-02 16:16:39.661924,13.0,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:39.709748,14.6,18.3,480,30,True,12.0,82,False
6,2024-05-02 16:16:39.757768,8.9,18.3,480,30,True,17.0,77,False
6,2024-05-02 16:16:39.805091,14.6,18.3,480,30,True,16.0,82,False
7,2024-05-02 16:16:39.853301,14.6,18.3,480,30,True,14.0,82,False
5,2024-05-02 16:16:39.899416,6.2,18.3,480,30,True,12.0,74,False
4,2024-05-02 16:16:39.947076,12.5,18.3,480,30,True,14.0,80,False
7,2024-05-02 16:16:39.997537,12.5,18.3,480,30,True,14.0,80,False
5,2024-05-02 16:16:40.042035,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:40.089042,23.2,18.3,480,30,True,14.0,89,False
5,2024-05-02 16:16:40.137263,19.0,18.3,480,30,True,11.0,85,False
5,2024-05-02 16:16:40.184440,24.5,18.3,480,30,True,9.0,90,False
5,2024-05-02 16:16:40.231576,14.6,18.3,480,30,True,14.0,82,False
4,2024-05-02 16:16:40.279676,12.2,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:40.326715,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:40.373216,12.5,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:40.421317,14.6,18.3,480,30,True,7.0,82,False
5,2024-05-02 16:16:40.468812,12.5,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:40.516192,12.5,18.3,480,30,True,8.0,80,False
6,2024-05-02 16:16:40.565190,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:40.611906,12.5,18.3,480,30,True,4.0,80,False
4,2024-05-02 16:16:40.659025,12.5,18.3,480,30,True,3.0,80,False
4,2024-05-02 16:16:40.706559,10.4,18.3,480,30,True,3.0,78,False
5,2024-05-02 16:16:40.754319,12.5,18.3,480,30,True,3.0,80,False
6,2024-05-02 16:16:40.801864,12.5,18.3,480,30,True,2.0,80,False
4,2024-05-02 16:16:40.847981,12.5,18.3,480,30,True,2.0,80,False
6,2024-05-02 16:16:40.896044,14.6,18.3,480,30,True,2.0,82,False
6,2024-05-02 16:16:40.942597,14.6,18.3,480,30,True,3.0,82,False
5,2024-05-02 16:16:40.988695,12.5,18.3,480,30,True,3.0,80,False
5,2024-05-02 16:16:41.036001,12.5,18.3,480,30,True,1.0,80,False
5,2024-05-02 16:16:41.083962,14.6,18.3,480,30,True,2.0,82,False
5,2024-05-02 16:16:41.131184,14.6,18.3,480,30,True,2.0,82,False
5,2024-05-02 16:16:41.178491,16.0,18.3,480,30,True,4.0,83,False
5,2024-05-02 16:16:41.226514,7.4,18.3,480,30,True,3.0,75,False
5,2024-05-02 16:16:41.273760,16.3,18.3,480,30,True,5.0,83,False
5,2024-05-02 16:16:41.320822,17.0,18.3,480,30,True,6.0,84,False
4,2024-05-02 16:16:41.367989,12.5,18.3,480,30,True,6.0,80,False
4,2024-05-02 16:16:41.415251,10.4,18.3,480,30,True,5.0,78,False
5,2024-05-02 16:16:41.463369,12.5,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:41.512101,12.5,18.3,480,30,True,7.0,80,False
4,2024-05-02 16:16:41.558613,21.8,18.3,480,30,True,9.0,88,False
5,2024-05-02 16:16:41.606670,12.5,18.3,480,30,True,10.0,80,False
4,2024-05-02 16:16:41.654250,12.2,18.3,480,30,True,10.0,80,False
7,2024-05-02 16:16:41.704196,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:41.749878,14.6,18.3,480,30,True,10.0,82,False
5,2024-05-02 16:16:41.797207,14.6,18.3,480,30,True,9.0,82,False
4,2024-05-02 16:16:41.845239,8.3,18.3,480,30,True,11.0,76,False
5,2024-05-02 16:16:41.893276,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:41.941350,12.5,18.3,480,30,True,12.0,80,False
4,2024-05-02 16:16:41.989242,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:42.036383,14.6,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:42.083492,12.5,18.3,480,30,True,10.0,80,False
6,2024-05-02 16:16:42.132020,14.0,18.3,480,30,True,10.0,81,False
6,2024-05-02 16:16:42.179130,20.8,18.3,480,30,True,10.0,87,False
5,2024-05-02 16:16:42.226186,12.0,18.3,480,30,True,12.0,79,False
5,2024-05-02 16:16:42.272510,12.5,18.3,480,30,True,12.0,80,False
6,2024-05-02 16:16:42.321547,14.8,18.3,480,30,True,12.0,82,False
5,2024-05-02 16:16:42.368607,14.6,18.3,480,30,True,11.0,82,False
6,2024-05-02 16:16:42.417177,12.8,18.3,480,30,True,12.0,80,False
4,2024-05-02 16:16:42.463327,14.3,18.3,480,30,True,12.0,81,False
5,2024-05-02 16:16:42.510875,14.6,18.3,480,30,True,12.0,82,False
5,2024-05-02 16:16:42.557947,12.8,18.3,480,30,True,15.0,80,False
4,2024-05-02 16:16:42.606019,23.6,18.3,480,30,True,8.0,89,False
6,2024-05-02 16:16:42.653722,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:42.700766,14.3,18.3,480,30,True,10.0,81,False
5,2024-05-02 16:16:42.748077,12.5,18.3,480,30,True,11.0,80,False
4,2024-05-02 16:16:42.794423,14.9,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:42.840961,14.6,18.3,480,30,True,9.0,82,False
6,2024-05-02 16:16:42.890715,10.2,18.3,480,30,True,11.0,78,False
5,2024-05-02 16:16:42.936821,14.6,18.3,480,30,True,13.0,82,False
5,2024-05-02 16:16:42.985123,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:43.032284,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:43.080303,12.5,18.3,480,30,True,13.0,80,False
5,2024-05-02 16:16:43.128351,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:43.175824,12.5,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:43.223201,12.5,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:43.270211,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:43.316917,14.6,18.3,480,30,True,12.0,82,False
7,2024-05-02 16:16:43.366035,12.5,18.3,480,30,True,14.0,80,False
5,2024-05-02 16:16:43.411401,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:43.458464,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:43.506011,10.4,18.3,480,30,True,10.0,78,False
5,2024-05-02 16:16:43.553705,12.0,18.3,480,30,True,11.0,79,False
5,2024-05-02 16:16:43.601995,13.0,18.3,480,30,True,13.0,80,False
5,2024-05-02 16:16:43.649200,14.6,18.3,480,30,True,7.0,82,False
7,2024-05-02 16:16:43.699464,14.3,18.3,480,30,True,11.0,81,False
5,2024-05-02 16:16:43.745579,14.6,18.3,480,30,True,8.0,82,False
6,2024-05-02 16:16:43.793016,17.0,18.3,480,30,True,8.0,84,False
5,2024-05-02 16:16:43.839564,12.5,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:43.887588,12.7,18.3,480,30,True,9.0,80,False
6,2024-05-02 16:16:43.936446,12.2,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:43.983640,12.5,18.3,480,30,True,4.0,80,False
6,2024-05-02 16:16:44.032029,14.6,18.3,480,30,True,4.0,82,False
5,2024-05-02 16:16:44.079128,12.5,18.3,480,30,True,2.0,80,False
5,2024-05-02 16:16:44.127250,12.5,18.3,480,30,True,5.0,80,False
5,2024-05-02 16:16:44.175397,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:44.223475,12.5,18.3,480,30,True,17.0,80,False
4,2024-05-02 16:16:44.271080,12.5,18.3,480,30,True,17.0,80,False
5,2024-05-02 16:16:44.294171,29.0,18.3,480,30,True,56.0,94,False
5,2024-05-02 16:16:44.334359,18.2,18.3,480,30,True,10.0,85,False
5,2024-05-02 16:16:44.382485,12.3,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:44.429764,10.6,18.3,480,30,True,11.0,78,False
4,2024-05-02 16:16:44.477008,14.0,18.3,480,30,True,11.0,81,False
5,2024-05-02 16:16:44.524576,13.0,18.3,480,30,True,12.0,80,False
4,2024-05-02 16:16:44.572640,14.6,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:44.619892,12.8,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:44.667975,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:44.714937,16.7,18.3,480,30,True,13.0,83,False
5,2024-05-02 16:16:44.763057,2.1,18.3,480,30,True,14.0,71,False
5,2024-05-02 16:16:44.811294,14.6,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:44.859031,12.5,18.3,480,30,True,12.0,80,False
6,2024-05-02 16:16:44.906804,12.5,18.3,480,30,True,15.0,80,False
6,2024-05-02 16:16:44.954104,12.5,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:45.000488,14.6,18.3,480,30,True,11.0,82,False
7,2024-05-02 16:16:45.049361,14.9,18.3,480,30,True,13.0,82,False
5,2024-05-02 16:16:45.095574,12.2,18.3,480,30,True,13.0,80,False
5,2024-05-02 16:16:45.143265,10.4,18.3,480,30,True,10.0,78,False
4,2024-05-02 16:16:45.191367,14.6,18.3,480,30,True,5.0,82,False
5,2024-05-02 16:16:45.238403,12.5,18.3,480,30,True,4.0,80,False
5,2024-05-02 16:16:45.286455,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:45.333699,12.5,18.3,480,30,True,8.0,80,False
6,2024-05-02 16:16:45.381981,14.6,18.3,480,30,True,9.0,82,False
4,2024-05-02 16:16:45.428754,13.7,18.3,480,30,True,13.0,81,False
4,2024-05-02 16:16:45.476898,12.5,18.3,480,30,True,15.0,80,False
5,2024-05-02 16:16:45.524452,11.3,18.3,480,30,True,9.0,79,False
5,2024-05-02 16:16:45.572504,14.3,18.3,480,30,True,9.0,81,False
4,2024-05-02 16:16:45.620130,12.8,18.3,480,30,True,6.0,80,False
7,2024-05-02 16:16:45.669502,12.5,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:45.715653,23.2,18.3,480,30,True,5.0,89,False
5,2024-05-02 16:16:45.761909,17.1,18.3,480,30,True,5.0,84,False
4,2024-05-02 16:16:45.807797,27.7,18.3,480,30,True,3.0,93,False
5,2024-05-02 16:16:45.855474,12.2,18.3,480,30,True,3.0,80,False
4,2024-05-02 16:16:45.903653,9.1,18.3,480,30,True,6.0,77,False
5,2024-05-02 16:16:45.951687,12.5,18.3,480,30,True,4.0,80,False
5,2024-05-02 16:16:45.998642,12.5,18.3,480,30,True,5.0,80,False
5,2024-05-02 16:16:46.045267,12.5,18.3,480,30,True,7.0,80,False
4,2024-05-02 16:16:46.092776,8.3,18.3,480,30,True,6.0,76,False
5,2024-05-02 16:16:46.140924,12.5,18.3,480,30,True,8.0,80,False
6,2024-05-02 16:16:46.191006,12.5,18.3,480,30,True,6.0,80,False
7,2024-05-02 16:16:46.238403,14.6,18.3,480,30,True,6.0,82,False
5,2024-05-02 16:16:46.283840,14.6,18.3,480,30,True,7.0,82,False
6,2024-05-02 16:16:46.333078,8.3,18.3,480,30,True,6.0,76,False
6,2024-05-02 16:16:46.380572,14.6,18.3,480,30,True,9.0,82,False
5,2024-05-02 16:16:46.427128,12.5,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:46.474173,12.5,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:46.521759,14.6,18.3,480,30,True,7.0,82,False
5,2024-05-02 16:16:46.568897,12.2,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:46.616714,10.9,18.3,480,30,True,6.0,78,False
5,2024-05-02 16:16:46.663325,14.3,18.3,480,30,True,7.0,81,False
5,2024-05-02 16:16:46.710533,11.1,18.3,480,30,True,9.0,79,False
5,2024-05-02 16:16:46.759024,14.3,18.3,480,30,True,8.0,81,False
5,2024-05-02 16:16:46.806070,12.8,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:46.852831,14.3,18.3,480,30,True,9.0,81,False
5,2024-05-02 16:16:46.900901,14.6,18.3,480,30,True,10.0,82,False
5,2024-05-02 16:16:46.947443,12.8,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:46.994804,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:47.042497,10.4,18.3,480,30,True,9.0,78,False
7,2024-05-02 16:16:47.091167,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:47.135515,18.8,18.3,480,30,True,9.0,85,False
5,2024-05-02 16:16:47.182420,14.6,18.3,480,30,True,8.0,82,False
5,2024-05-02 16:16:47.229736,16.0,18.3,480,30,True,8.0,83,False
5,2024-05-02 16:16:47.276348,23.9,18.3,480,30,True,8.0,90,False
5,2024-05-02 16:16:47.323973,10.9,18.3,480,30,True,6.0,78,False
5,2024-05-02 16:16:47.371494,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:47.419461,10.4,18.3,480,30,True,9.0,78,False
5,2024-05-02 16:16:47.466624,12.2,18.3,480,30,True,5.0,80,False
5,2024-05-02 16:16:47.515194,14.6,18.3,480,30,True,6.0,82,False
5,2024-05-02 16:16:47.562154,12.5,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:47.608415,10.4,18.3,480,30,True,8.0,78,False
5,2024-05-02 16:16:47.655389,12.5,18.3,480,30,True,5.0,80,False
5,2024-05-02 16:16:47.701483,12.5,18.3,480,30,True,6.0,80,False
6,2024-05-02 16:16:47.751080,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:47.797328,14.6,18.3,480,30,True,5.0,82,False
5,2024-05-02 16:16:47.843356,14.6,18.3,480,30,True,5.0,82,False
6,2024-05-02 16:16:47.892564,12.5,18.3,480,30,True,3.0,80,False
5,2024-05-02 16:16:47.939678,14.6,18.3,480,30,True,2.0,82,False
5,2024-05-02 16:16:47.987713,10.4,18.3,480,30,True,3.0,78,False
5,2024-05-02 16:16:48.035765,10.4,18.3,480,30,True,7.0,78,False
5,2024-05-02 16:16:48.083790,12.5,18.3,480,30,True,13.0,80,False
5,2024-05-02 16:16:48.131854,14.0,18.3,480,30,True,15.0,81,False
5,2024-05-02 16:16:48.179113,12.5,18.3,480,30,True,14.0,80,False
5,2024-05-02 16:16:48.227068,12.7,18.3,480,30,True,22.0,80,False
4,2024-05-02 16:16:48.274239,12.5,18.3,480,30,True,28.0,80,False
4,2024-05-02 16:16:48.321931,12.8,18.3,480,30,True,27.0,80,False
5,2024-05-02 16:16:48.369981,12.5,18.3,480,30,True,30.0,80,False
5,2024-05-02 16:16:48.418039,25.0,18.3,480,30,True,34.0,91,False
5,2024-05-02 16:16:48.465736,14.9,18.3,480,30,True,26.0,82,False
5,2024-05-02 16:16:48.514385,12.2,18.3,480,30,True,32.0,80,False
6,2024-05-02 16:16:48.562604,12.5,18.3,480,30,True,32.0,80,False
5,2024-05-02 16:16:48.608895,12.5,18.3,480,30,True,23.0,80,False
4,2024-05-02 16:16:48.656585,12.5,18.3,480,30,True,22.0,80,False
5,2024-05-02 16:16:48.704667,14.6,18.3,480,30,True,26.0,82,False
6,2024-05-02 16:16:48.754072,12.5,18.3,480,30,True,21.0,80,False
7,2024-05-02 16:16:48.801309,14.6,18.3,480,30,True,26.0,82,False
5,2024-05-02 16:16:48.846061,14.6,18.3,480,30,True,28.0,82,False
5,2024-05-02 16:16:48.893799,10.4,18.3,480,30,True,28.0,78,False
5,2024-05-02 16:16:48.942145,10.4,18.3,480,30,True,16.0,78,False
5,2024-05-02 16:16:48.988376,12.5,18.3,480,30,True,13.0,80,False
5,2024-05-02 16:16:49.035955,12.5,18.3,480,30,True,4.0,80,False
4,2024-05-02 16:16:49.084000,12.5,18.3,480,30,True,5.0,80,False
5,2024-05-02 16:16:49.131745,14.0,18.3,480,30,True,6.0,81,False
5,2024-05-02 16:16:49.179809,11.1,18.3,480,30,True,6.0,79,False
5,2024-05-02 16:16:49.226715,14.6,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:49.274146,10.9,18.3,480,30,True,6.0,78,False
5,2024-05-02 16:16:49.321760,14.6,18.3,480,30,True,5.0,82,False
5,2024-05-02 16:16:49.368938,12.5,18.3,480,30,True,10.0,80,False
4,2024-05-02 16:16:49.414812,14.6,18.3,480,30,True,6.0,82,False
4,2024-05-02 16:16:49.462200,12.5,18.3,480,30,True,10.0,80,False
6,2024-05-02 16:16:49.510514,14.3,18.3,480,30,True,11.0,81,False
6,2024-05-02 16:16:49.557081,16.7,18.3,480,30,True,9.0,83,False
5,2024-05-02 16:16:49.603239,18.0,18.3,480,30,True,10.0,85,False
5,2024-05-02 16:16:49.650059,13.3,18.3,480,30,True,5.0,81,False
6,2024-05-02 16:16:49.698484,12.5,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:49.744600,16.7,18.3,480,30,True,5.0,83,False
5,2024-05-02 16:16:49.792645,14.3,18.3,480,30,True,7.0,81,False
5,2024-05-02 16:16:49.840206,10.0,18.3,480,30,True,6.0,78,False
4,2024-05-02 16:16:49.888272,19.6,18.3,480,30,True,9.0,86,False
6,2024-05-02 16:16:49.937045,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:49.984518,14.6,18.3,480,30,True,8.0,82,False
5,2024-05-02 16:16:50.031587,12.5,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:50.079718,12.5,18.3,480,30,True,7.0,80,False
4,2024-05-02 16:16:50.127793,12.5,18.3,480,30,True,9.0,80,False
4,2024-05-02 16:16:50.175904,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:50.223205,12.5,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:50.271088,14.6,18.3,480,30,True,12.0,82,False
5,2024-05-02 16:16:50.318482,14.6,18.3,480,30,True,12.0,82,False
5,2024-05-02 16:16:50.366512,16.0,18.3,480,30,True,9.0,83,False
5,2024-05-02 16:16:50.414992,11.1,18.3,480,30,True,12.0,79,False
5,2024-05-02 16:16:50.461224,14.3,18.3,480,30,True,9.0,81,False
5,2024-05-02 16:16:50.508404,14.3,18.3,480,30,True,10.0,81,False
5,2024-05-02 16:16:50.554551,12.5,18.3,480,30,True,13.0,80,False
5,2024-05-02 16:16:50.602694,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:50.649349,10.6,18.3,480,30,True,14.0,78,False
5,2024-05-02 16:16:50.698444,16.7,18.3,480,30,True,10.0,83,False
4,2024-05-02 16:16:50.744512,12.8,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:50.792565,12.7,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:50.840299,12.5,18.3,480,30,True,10.0,80,False
4,2024-05-02 16:16:50.885807,16.7,18.3,480,30,True,9.0,83,False
5,2024-05-02 16:16:50.933833,12.8,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:50.980885,21.8,18.3,480,30,True,10.0,88,False
6,2024-05-02 16:16:51.029027,12.5,18.3,480,30,True,10.0,80,False
5,2024-05-02 16:16:51.075669,12.5,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:51.121515,12.2,18.3,480,30,True,8.0,80,False
4,2024-05-02 16:16:51.169590,23.2,18.3,480,30,True,12.0,89,False
5,2024-05-02 16:16:51.218147,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:51.265384,14.6,18.3,480,30,True,10.0,82,False
5,2024-05-02 16:16:51.313229,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:51.360587,12.5,18.3,480,30,True,8.0,80,False
6,2024-05-02 16:16:51.408333,12.5,18.3,480,30,True,11.0,80,False
5,2024-05-02 16:16:51.454026,14.6,18.3,480,30,True,10.0,82,False
5,2024-05-02 16:16:51.502108,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:51.551048,14.6,18.3,480,30,True,9.0,82,False
5,2024-05-02 16:16:51.597283,12.5,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:51.644685,12.5,18.3,480,30,True,6.0,80,False
6,2024-05-02 16:16:51.692820,8.3,18.3,480,30,True,9.0,76,False
5,2024-05-02 16:16:51.739114,12.5,18.3,480,30,True,8.0,80,False
6,2024-05-02 16:16:51.787488,10.4,18.3,480,30,True,7.0,78,False
7,2024-05-02 16:16:51.835675,12.5,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:51.881787,18.2,18.3,480,30,True,11.0,85,False
5,2024-05-02 16:16:51.929991,9.6,18.3,480,30,True,8.0,77,False
4,2024-05-02 16:16:51.977349,16.3,18.3,480,30,True,10.0,83,False
5,2024-05-02 16:16:52.025105,14.6,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:52.072378,14.6,18.3,480,30,True,9.0,82,False
5,2024-05-02 16:16:52.119964,14.9,18.3,480,30,True,8.0,82,False
4,2024-05-02 16:16:52.168021,16.3,18.3,480,30,True,11.0,83,False
5,2024-05-02 16:16:52.216629,13.0,18.3,480,30,True,9.0,80,False
5,2024-05-02 16:16:52.263694,12.2,18.3,480,30,True,8.0,80,False
4,2024-05-02 16:16:52.311013,12.5,18.3,480,30,True,12.0,80,False
5,2024-05-02 16:16:52.358587,12.5,18.3,480,30,True,8.0,80,False
5,2024-05-02 16:16:52.406206,12.5,18.3,480,30,True,6.0,80,False
4,2024-05-02 16:16:52.453802,10.4,18.3,480,30,True,8.0,78,False
4,2024-05-02 16:16:52.501166,14.6,18.3,480,30,True,7.0,82,False
5,2024-05-02 16:16:52.548719,12.5,18.3,480,30,True,4.0,80,False
5,2024-05-02 16:16:52.596344,14.6,18.3,480,30,True,6.0,82,False
5,2024-05-02 16:16:52.643823,14.6,18.3,480,30,True,7.0,82,False
4,2024-05-02 16:16:52.690795,12.5,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:52.736831,12.5,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:52.784929,12.5,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:52.832976,14.6,18.3,480,30,True,14.0,82,False
5,2024-05-02 16:16:52.880243,14.6,18.3,480,30,True,14.0,82,False
5,2024-05-02 16:16:52.927887,14.6,18.3,480,30,True,11.0,82,False
5,2024-05-02 16:16:52.975962,16.0,18.3,480,30,False,11.0,83,False
7,2024-05-02 16:16:53.026021,13.0,18.3,480,30,True,33.0,80,False
6,2024-05-02 16:16:53.073622,14.0,18.3,480,30,False,33.0,81,False
6,2024-05-02 16:16:53.120486,16.7,18.3,480,30,True,21.0,83,False
5,2024-05-02 16:16:53.166929,15.2,18.3,480,30,True,12.0,82,False
6,2024-05-02 16:16:53.215328,24.0,18.3,480,30,True,12.0,90,False
6,2024-05-02 16:16:53.261624,17.0,18.3,480,30,True,18.0,84,False
4,2024-05-02 16:16:53.307799,12.8,18.3,480,30,True,14.0,80,False
4,2024-05-02 16:16:53.355373,10.9,18.3,480,30,True,20.0,78,False
4,2024-05-02 16:16:53.403455,12.5,18.3,480,30,True,14.0,80,False
5,2024-05-02 16:16:53.451695,14.3,18.3,480,30,True,17.0,81,False
5,2024-05-02 16:16:53.498122,14.6,18.3,480,30,True,10.0,82,False
5,2024-05-02 16:16:53.546044,12.5,18.3,480,30,True,18.0,80,False
5,2024-05-02 16:16:53.594144,14.6,18.3,480,30,True,14.0,82,False
5,2024-05-02 16:16:53.641187,12.5,18.3,480,30,True,19.0,80,False
5,2024-05-02 16:16:53.689240,14.6,18.3,480,30,True,16.0,82,False
5,2024-05-02 16:16:53.736272,14.6,18.3,480,30,True,17.0,82,False
5,2024-05-02 16:16:53.784414,14.6,18.3,480,30,True,12.0,82,False
6,2024-05-02 16:16:53.832922,14.6,18.3,480,30,True,11.0,82,False
4,2024-05-02 16:16:53.878365,14.6,18.3,480,30,True,13.0,82,False
4,2024-05-02 16:16:53.924912,10.4,18.3,480,30,True,11.0,78,False
4,2024-05-02 16:16:53.971992,14.6,18.3,480,30,True,12.0,82,False
5,2024-05-02 16:16:54.019656,12.5,18.3,480,30,True,17.0,80,False
5,2024-05-02 16:16:54.066715,14.6,18.3,480,30,True,16.0,82,False
5,2024-05-02 16:16:54.115284,14.6,18.3,480,30,True,14.0,82,False
5,2024-05-02 16:16:54.163374,14.0,18.3,480,30,True,12.0,81,False
6,2024-05-02 16:16:54.211466,10.9,18.3,480,30,True,14.0,78,False
6,2024-05-02 16:16:54.259761,12.8,18.3,480,30,True,14.0,80,False
6,2024-05-02 16:16:54.306909,12.5,18.3,480,30,True,10.0,80,False
4,2024-05-02 16:16:54.352014,14.6,18.3,480,30,True,14.0,82,False
5,2024-05-02 16:16:54.399348,12.0,18.3,480,30,True,11.0,79,False
5,2024-05-02 16:16:54.447155,13.0,18.3,480,30,True,9.0,80,False
6,2024-05-02 16:16:54.495546,12.5,18.3,480,30,True,14.0,80,False
6,2024-05-02 16:16:54.543100,12.5,18.3,480,30,True,8.0,80,False
4,2024-05-02 16:16:54.589195,25.0,18.3,480,30,True,10.0,91,False
5,2024-05-02 16:16:54.636360,25.0,18.3,480,30,True,6.0,91,False
5,2024-05-02 16:16:54.684406,12.7,18.3,480,30,True,7.0,80,False
5,2024-05-02 16:16:54.732479,14.3,18.3,480,30,True,9.0,81,False
5,2024-05-02 16:16:54.780568,14.6,18.3,480,30,True,8.0,82,False
6,2024-05-02 16:16:54.830661,12.5,18.3,480,30,True,8.0,80,False
6,2024-05-02 16:16:54.877719,14.6,18.3,480,30,True,4.0,82,False
4,2024-05-02 16:16:54.924009,14.6,18.3,480,30,True,3.0,82,False
4,2024-05-02 16:16:54.972080,10.4,18.3,480,30,True,3.0,78,False
4,2024-05-02 16:16:55.018656,12.5,18.3,480,30,True,3.0,80,False
5,2024-05-02 16:16:55.066697,12.5,18.3,480,30,True,2.0,80,False
4,2024-05-02 16:16:55.113965,12.5,18.3,480,30,True,2.0,80,False
6,2024-05-02 16:16:55.161068,12.5,18.3,480,30,True,2.0,80,False
5,2024-05-02 16:16:55.208130,14.6,18.3,480,30,True,3.0,82,False
6,2024-05-02 16:16:55.257569,14.3,18.3,480,30,True,3.0,81,False
5,2024-05-02 16:16:55.304286,12.5,18.3,480,30,True,1.0,80,False
5,2024-05-02 16:16:55.350850,14.6,18.3,480,30,True,2.0,82,False
5,2024-05-02 16:16:55.398935,10.9,18.3,480,30,True,2.0,78,False
5,2024-05-02 16:16:55.446976,12.5,18.3,480,30,True,4.0,80,False
5,2024-05-02 16:16:55.495021,16.3,18.3,480,30,True,3.0,83,False
5,2024-05-02 16:16:55.543050,11.1,18.3,480,30,True,5.0,79,False
6,2024-05-02 16:16:55.591416,12.5,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:55.638434,12.2,18.3,480,30,True,6.0,80,False
5,2024-05-02 16:16:55.685938,12.5,18.3,480,30,True,5.0,80,False
5,2024-05-02 16:16:55.733806,10.4,18.3,480,30,True,7.0,78,False
7,2024-05-02 16:16:55.782276,10.4,18.3,480,30,True,7.0,78,False
6,2024-05-02 16:16:55.828012,14.6,18.3,480,30,True,9.0,82,False
5,2024-05-02 16:16:55.874173,10.4,18.3,480,30,True,10.0,78,False
